SC,Start,End,N_Records,Planet,Window,Type,k_obs,k_exp,Ratio,p_val,Z_score
SC22,1986-09,1996-07,59,Uranus,3,Conjunction,1,0.94,106.18,1.0,0.06
SC22,1986-09,1996-07,59,Uranus,3,Opposition,0,1.01,0.0,0.6535,-1.08
SC22,1986-09,1996-07,59,Neptune,3,Conjunction,1,0.98,102.23,1.0,0.02
SC22,1986-09,1996-07,59,Neptune,3,Opposition,1,0.97,102.92,1.0,0.03
SC22,1986-09,1996-07,59,Mercury,4,Conjunction,1,1.43,70.02,0.9998,-0.46
SC22,1986-09,1996-07,59,Mercury,4,Opposition,0,1.21,0.0,0.4735,-1.31
SC22,1986-09,1996-07,59,Venus,4,Conjunction,0,1.31,0.0,0.3771,-1.33
SC22,1986-09,1996-07,59,Venus,4,Opposition,1,1.31,76.55,1.0,-0.31
SC22,1986-09,1996-07,59,Mars,4,Conjunction,1,1.26,79.44,1.0,-0.21
SC22,1986-09,1996-07,59,Mars,4,Opposition,1,1.37,73.15,1.0,-0.31
SC22,1986-09,1996-07,59,Jupiter,4,Conjunction,1,1.3,77.01,1.0,-0.28
SC22,1986-09,1996-07,59,Jupiter,4,Opposition,0,1.31,0.0,0.5395,-1.18
SC22,1986-09,1996-07,59,Saturn,4,Conjunction,2,1.35,148.3,0.805,0.72
SC22,1986-09,1996-07,59,Saturn,4,Opposition,0,1.3,0.0,0.3955,-1.36
SC22,1986-09,1996-07,59,Uranus,4,Conjunction,1,1.24,80.71,1.0,-0.24
SC22,1986-09,1996-07,59,Uranus,4,Opposition,0,1.38,0.0,0.3663,-1.4
SC22,1986-09,1996-07,59,Neptune,4,Conjunction,1,1.31,76.28,1.0,-0.33
SC22,1986-09,1996-07,59,Neptune,4,Opposition,1,1.33,75.17,1.0,-0.35
SC22,1986-09,1996-07,59,Mercury,5,Conjunction,1,1.76,56.66,0.7455,-0.74
SC22,1986-09,1996-07,59,Mercury,5,Opposition,0,1.48,0.0,0.3415,-1.46
SC22,1986-09,1996-07,59,Venus,5,Conjunction,0,1.62,0.0,0.186,-1.52
SC22,1986-09,1996-07,59,Venus,5,Opposition,1,1.63,61.52,1.0,-0.58
SC22,1986-09,1996-07,59,Mars,5,Conjunction,1,1.62,61.87,1.0,-0.43
SC22,1986-09,1996-07,59,Mars,5,Opposition,1,1.66,60.08,1.0,-0.5
SC22,1986-09,1996-07,59,Jupiter,5,Conjunction,1,1.67,59.72,0.907,-0.59
SC22,1986-09,1996-07,59,Jupiter,5,Opposition,3,1.65,181.64,0.3819,1.16
SC22,1986-09,1996-07,59,Saturn,5,Conjunction,4,1.66,240.64,0.0776,2.35
SC22,1986-09,1996-07,59,Saturn,5,Opposition,0,1.64,0.0,0.226,-1.58
SC22,1986-09,1996-07,59,Uranus,5,Conjunction,2,1.55,128.75,0.9434,0.45
SC22,1986-09,1996-07,59,Uranus,5,Opposition,1,1.71,58.55,0.963,-0.69
SC22,1986-09,1996-07,59,Neptune,5,Conjunction,3,1.61,185.76,0.3663,1.39
SC22,1986-09,1996-07,59,Neptune,5,Opposition,1,1.65,60.72,0.9838,-0.66
